title,description,category
Alternativas diagnósticas en el manejo urgente del cólico renal,"El dolor lumbar es uno de los motivos de consulta que con más frecuencia se atiende en los Servicios de Urgencia Hospitalaria (SUH), además del origen mecánico del mismo, el cólico renal (CR) es una de las principales causas que lo puede producir. La litiasis renal es una enfermedad que se caracteriza por la aparición de cálculos en el aparato urinario superior (parénquima renal, cálices, pelvis o uréter). La forma de presentación clínica más frecuente es la crisis renoureteral aguda o cólico renal (CR) En las últimas décadas, la incidencia de la enfermedad ha ido en aumento en los países  desarrollados donde ha alcanzado cifras de prevalencia que oscilan entre el 4 y el 20%, aunque estas cifras varían mucho en función de factores como la zona geográfica, el clima o la alimentación .La incidencia de la urolitiasis en España es de 0,73%, lo que supone unos 325.000 nuevos casos al año El CR es una patología que, inicialmente, presenta un buen pronóstico ya que se resuelve sin secuelas en la mayor parte de los casos con la expulsión espontánea del cálculo dentro de las dos primeras semanas. Cuando su presentación clínica es típica y existe hematuria, el valor predictivo positivo de la exploración clínica es elevado, viéndose además corroborada la hipótesis por la respuesta al tratamiento analgésico. Las herramientas diagnósticas disponibles en el ámbito de la imagen en Urgencias son: radiografía de abdomen (RA), ecografía y tomografía computarizada (TC),aunque el diagnóstico clínico del CR es relativamente sencillo y las pruebas de imagen no van a cambiar las decisiones terapéuticas no existe unanimidad en cúal es la prueba de imagen a realizar en la atención del CR típico. Una gran mayoría de las actuales guías y recomendaciones clínicas indican realizar de forma inmediata TCSC en todos los pacientes que acuden a urgencias con CR, incluso cuando la presentación sea típica.Ante esta situacion pocos autores han estudiado sobre el manejo clinico del mismo y la necesidad de prueba de imagen en urgencias. HIPÓTESIS DE TRABAJO El manejo clínico del CR en Urgencias es seguro y no requiere de estudios de imagen, al menos en su fase inicial, siempre que exista buena respuesta terapéutica y ausencia de signos de complicación. Por otra parte en los casos que exista indicación de imagen la eficacia y seguridad del manejo mediante estudio ecográfico o TAC son similares OBJETIVOS PRIMARIOS 1.	Comprobar la seguridad del manejo clínico del dolor lumbar agudo sospechoso de CR típico 2.	Evaluar el rendimiento diagnóstico de la ecografía y la TC en el manejo del CR típico en Urgencias 3.	Estimar las diferencias de dosis de radiación para cada una de las opciones OBJETIVOS SECUNDARIOS 1. Número de ingresos hospitalarios 2. Hallazgos incidentales en las pruebas de imagen 3. Reacciones adversas derivadas de la realización de pruebas de imagen DISEÑO Estudio prospectivo aleatorizado de varias alternativas diagnósticas a aplicar en pacientes que acuden al Servicio de Urgencias del HUMS con sospecha de CR típico. Alternativas: -	Manejo clínico del paciente -	Prueba de imagen solicitada radiografía de abdomen simple más ecografía abdominal -	Prueba de imagen solicitada TCSC  CONCLUSIONES: 1-	El manejo clínico del dolor lumbar agudo sugestivo de cólico renal, es seguro y no presenta complicaciones en los cuadros típicos: a.	Disminuye el tiempo de estancia en el servicio de urgencias b.	Disminuye el número de interconsultas al especialista c.	Disminuye el número de derivaciones a especialista de área d.	Disminuye el número de readmisiones en las primeras 72 horas e.	En los casos de readmisión no presenta diferencias respecto a los pacientes con manejo con estudio radiológico precoz f.	Disminuye la radiación acumulada global del paciente 2-	El manejo de ecografía junto con radiografía de abdomen no evidencia inferioridad respecto a la realización de TAC, siendo una buena opción como primera prueba de imagen en pacientes con cólico renal típico. 3-	La radiación acumulada en el proceso de diagnóstico, control sintomático y seguimiento del cólico renal es mayor en los pacientes en los que se realiza TAC como primera imagen en urgencias",Salud
Thermoeconomic and environmental synthesis and optimization of polygeneration systems supported with renewable energies and thermal energy storage applied to the residential-commercial sector,<br />,Ingenieria
Estudio experimental del spray de aceite usado generado por un atomizador de presión con rotación,"Estudio experimental, mediante técnicas ópticas de alta resolución espacio-temporal (PDA), de flujos atomizados de aceites usados. Estos flujos han sido generados por boquillas de presión con rotación, de pequeña capacidad, en condiciones de baja confinación y coflujo débil. Para el conjunto de gotas y para diferentes clases características, se han determinado las componentes de velocidad media, las fluctuaciones de velocidad y el tamaño promedio en diferentes secciones transversales. También el campo de velocidad de la fase continua.  Además se ha realizado el cálculo de intensidades de flujos, de flujo integrado de líquido y la determinación de parámetros que caracterizan la forma y dispersión del spray. Se han analizado los principales fenómenos que intervienen en la evolución de tamaños de gota a lo largo del spray poniendo el énfasis sobre la colisión de gotas los cual es caracterizada desde distintas aproximaciones de cálculo. Se observa una alta influencia de los resultados de coalescencia en la evolución de la distribución de tamaños, si bien esta evolución depende de la presión de inyección ----------------------- An experimental study of wasted oil sprays generated by pressure swirl nozzles has been carried out through optic techniques, mainly phase Doppler anemometry. Sprays are developed in a wide chamber where a low velocity co-flow is generated.  The components of drops mean velocity (overall and size classes), velocity fluctuations and mean diameter have been determined in the whole significant extension for different cross sections. In a similar way, the velocity fields of the continuous phase have been obtained (air).  It has been carried out the volume flux calculation for the overall drops and for the size classes. Furthermore, integral treatments of drops flow rate have been elaborated with derivation of form and dispersion spray parameters. The main phenomena that generate drop sizes evolution in the spray have been analysed. Special attention has been given to drops collision phenomena which are characterised from different calculation approaches. The evolution of the drop sizes distribution is very influenced by results of coalescence, although this evolution depends on the injection pressure.",Ciencia
La Literatura reflejada en el aula,"El presente Trabajo de Fin de Máster, modalidad A, presenta una síntesis de los aprendizajes adquiridos a lo largo de la realización del Máster en Profesorado de Educación Secundaria Obligatoria y Bachillerato, Formación Profesional y Enseñanza de Idiomas, Artísticas y Deportivas, en la especialidad de Lengua Castellana y Literatura.",Ciencia
COMPARATIVE STUDY BETWEEN THE TWO MOST PERFORMED BARIATRIC SURGERY TECHNIQUES: GASTRIC BYPASS AND SLEEVE GASTRECTOMY,"La obesidad mórbida es una enfermedad muy prevalente cuya incidencia está aumentando, teniendo graves repercusiones en la salud de la población. Existen numerosos tratamientos para la OM, pero la cirugía bariátrica se ha constituido como la mejor opción. En este trabajo se han analizado los efectos de dos técnicas de cirugía bariátrica, el Bypass Gástrico en Y de Roux y la Gastrectomía Vertical, mediante el estudio y comparativa de publicaciones que ofrecen resultados de estas técnicas a largo plazo. Se estudian y comparan entre ambas técnicas parámetros como pérdida de peso, tasa de complicaciones o mejoría de las comorbilidades asociadas a OM. Analizando los resultados se ha llegado a la conclusión de que ambas técnicas son efectivas a largo plazo, si bien BPGYR tiene una eficacia superior, en especial en la mejora de comorbilidades, aunque mayor tasa de complicaciones. También es necesaria la continuación del seguimiento a los pacientes intervenidos por estas técnicas para que los datos tengan una mayor fiabilidad ya que aunque el número de pacientes recogidos en las publicaciones seleccionadas es considerable, no existe demasiada bibliografía al respecto.",Salud
The process of welcoming of immigrant mothers. A case studies in an Infant Education centre.,"Según Aguado (1999), los movimientos migratorios en las últimas décadas han modificado la identidad de la escuela del siglo XXI. La llegada de familias inmigrantes implica proponer actuaciones que faciliten un clima de convivencia, debido a que la escuela es un reflejo de la sociedad y, por ello, este trabajo de fin de grado pretende conocer qué piensa un grupo de madres inmigrantes sobre la acogida en la escuela rural. Por otra parte, se realiza una propuesta de intervención sobre el papel de la lectura literaria en contextos de inmigración.",Ciencia
"Origen, evolución y desarrollo de los Juegos Tradicionales en la comarca Campo de Daroca","El presente Trabajo Fin de Grado consiste en un estudio y análisis de los juegos tradicionales que se practican o se han practicado en la comarca Campo de Daroca y que forman parte de su cultura y patrimonio inmaterial. El trabajo consta de una introducción sobre la comarca (su contexto histórico y ámbito geográfico), la evolución histórica de dicho juegos y su práctica. Finalmente una clasificación de los juegos propios de hombres, mujeres y niños/as de la comarca.",Ciencia
Hasse-Minkowski Theorem,Clasificación de las formas cuadráticas en el cuerpo de los racionales. Por lo tanto introducimos los números p-ádicos y la clasificación de las formas cuadráticas en dichos cuerpos también.,Matematicas
Las Comunicaciones Transfronterizas en el Pirineo Aragonés,"Mi trabajo tiene por objeto mostrar cuales han sido las repercusiones económicas y  culturales que han producido las comunicaciones transfronterizas en el Pirineo Aragonés. Así mismo, indicaré el origen y la evolución de nuestros pasos fronterizos en la vertiente española, siendo éstos, el Ferrocarril de Canfranc (pasado), el Túnel de Somport (presente), el Túnel de Bielsa (presente) y la Travesía Central Europea (futuro).",Humanidades
A case of historical empathy: the persecutions of Jews in the Middle Ages,"Estamos ante la presentación de un trabajo de empatía histórica o toma de perspectiva histórica, realizado a través de la experiencia vivida en el aula con alumnos de 2º E.S.O. Dicha actividad está basada en el caso del Niño de la Guardia, donde se acusa de manera injustificada a un grupo de judíos de asesinar a un niño cristiano. A partir de este caso se van a poder trabajar diferentes dimensiones relacionadas con la cultura, sociedad y religiosidad de la Edad Media hispánica. Todo ello encaminado a que los alumnos reflexionen en torno a una época lejana y puedan dar sentido a las acciones y decisiones que sus habitantes vivieron en ese momento histórico.",Ciencia
